trigger_code,trigger_name,onset_time,trial_number,condition,word,response,rt
5,COND2_WORD,865.0165583000053,157,2,satchel,,
7,RESP_N,865.8944555000053,157,2,satchel,n,0.8779134000069462
3,COND2_LABEL,868.900308500015,158,2,,,
5,COND2_WORD,870.4168026999978,158,2,rabbit,,
6,RESP_Y,871.44230960001,158,2,rabbit,y,1.0255224000138696
3,COND2_LABEL,874.4502858000051,159,2,,,
5,COND2_WORD,875.9667994000192,159,2,truck,,
7,RESP_N,877.2383581000031,159,2,truck,n,1.2715829999942798
2,COND1_LABEL,880.2502150000073,160,1,,,
4,COND1_WORD,881.7669491000124,160,1,eagle,,
6,RESP_Y,882.8414243000152,160,1,eagle,y,1.074489500024356
2,COND1_LABEL,885.8504848000011,161,1,,,
4,COND1_WORD,887.3671923000074,161,1,coyote,,
7,RESP_N,888.3543376000016,161,1,coyote,n,0.987159000011161
2,COND1_LABEL,891.3670741000096,162,1,,,
4,COND1_WORD,892.88388020001,162,1,canvas,,
6,RESP_Y,893.793442299997,162,1,canvas,y,0.9095768999832217
2,COND1_LABEL,896.8004038000072,163,1,,,
4,COND1_WORD,898.3173927000025,163,1,basket,,
6,RESP_Y,899.3333385000005,163,1,basket,y,1.0159718999930192
