ID,Word,Response,RT
william,tortoise,y,0.6685234000001401
william,iguana,y,0.6330493000000388
william,baboon,y,0.6713583000000654
william,cassette,n,2.5730625000001055
william,silk,n,0.8879108999999517
william,snipe,y,0.724733500000184
william,pan,y,2.140471599999728
william,tile,n,0.7201744999997572
william,tube,n,3.2773604999997588
william,camera,y,1.1246798000001945
william,light,n,1.900422499999877
william,dove,n,1.340009000000009
william,newt,y,0.7234591999999793
william,horse,y,0.9756852000000436
william,rattlesnake,y,0.7364892000000509
william,alarm,y,2.0452480999997533
william,chipmunk,n,1.090516199999911
william,bucket,n,2.4758804000002783
william,gate,y,0.8668557000000874
william,coin,n,0.6783037999998669
william,net,y,0.9914441999999326
william,hook,y,0.8429255999999441
william,sock,n,0.7701247999998486
william,paper,n,0.9181057000000692
william,mosquito,n,0.7784019999999146
william,alpaca,n,1.065458199999739
william,code,n,0.9853092000003016
william,flask,n,0.8490947999998752
william,owl,n,2.018028999999842
william,nut,n,0.7013878000002478
william,frame,n,1.1363906999999926
