"trigger_code","trigger_name","onset_time","trial_number","condition","word","response","rt","remembered"
41,"COND1_WORD",709.695095499977,135,1,"badge","",NA,1
6,"RESP_Y",710.605926999822,135,1,"badge","y",0.910859599709511,NA
2,"COND1_LABEL",713.611858500168,136,1,"","",NA,NA
41,"COND1_WORD",715.128560399637,136,1,"albatross","",NA,1
6,"RESP_Y",715.717986099422,136,1,"albatross","y",0.589455999433994,NA
3,"COND2_LABEL",718.728825200349,137,2,"","",NA,NA
51,"COND2_WORD",720.245472298935,137,2,"starfish","",NA,1
6,"RESP_Y",720.909929798916,137,2,"starfish","y",0.664499500766397,NA
2,"COND1_LABEL",723.928933098912,138,1,"","",NA,NA
41,"COND1_WORD",725.445592099801,138,1,"crayfish","",NA,1
6,"RESP_Y",726.005917999893,138,1,"crayfish","y",0.560351800173521,NA
3,"COND2_LABEL",729.012537999079,139,2,"","",NA,NA
50,"COND2_WORD",730.529328100383,139,2,"monkey","",NA,0
6,"RESP_Y",731.549900500104,139,2,"monkey","y",1.02059790119529,NA
2,"COND1_LABEL",734.562800198793,140,1,"","",NA,NA
41,"COND1_WORD",736.079467499629,140,1,"box","",NA,1
7,"RESP_N",736.701905999333,140,1,"box","n",0.622480100020766,NA
2,"COND1_LABEL",739.71297849901,141,1,"","",NA,NA
40,"COND1_WORD",741.229361400008,141,1,"hummingbird","",NA,0
7,"RESP_N",742.126015899703,141,1,"hummingbird","n",0.896669998764992,NA
3,"COND2_LABEL",745.12987279892,142,2,"","",NA,NA
51,"COND2_WORD",746.646513398737,142,2,"trough","",NA,1
7,"RESP_N",747.565937500447,142,2,"trough","n",0.919483799487352,NA
2,"COND1_LABEL",750.579952798784,143,1,"","",NA,NA
41,"COND1_WORD",752.096831399947,143,1,"banana","",NA,1
6,"RESP_Y",752.6778788995,143,1,"banana","y",0.581076599657536,NA
2,"COND1_LABEL",755.696991000324,144,1,"","",NA,NA
41,"COND1_WORD",757.213787799701,144,1,"gnu","",NA,1
7,"RESP_N",757.821971800178,144,1,"gnu","n",0.608209500089288,NA
3,"COND2_LABEL",760.830831799656,145,2,"","",NA,NA
50,"COND2_WORD",762.347270999104,145,2,"lava","",NA,0
7,"RESP_N",763.469900799915,145,2,"lava","n",1.12267240136862,NA
2,"COND1_LABEL",766.480677299201,146,1,"","",NA,NA
40,"COND1_WORD",767.997442400083,146,1,"door","",NA,0
7,"RESP_N",768.653861500323,146,1,"door","n",0.656445499509573,NA
2,"COND1_LABEL",771.664551099762,147,1,"","",NA,NA
41,"COND1_WORD",773.181011900306,147,1,"diamond","",NA,1
6,"RESP_Y",773.829914100468,147,1,"diamond","y",0.648901799693704,NA
2,"COND1_LABEL",776.847776800394,148,1,"","",NA,NA
40,"COND1_WORD",778.364708598703,148,1,"dingo","",NA,0
7,"RESP_N",778.973900498822,148,1,"dingo","n",0.60920650139451,NA
2,"COND1_LABEL",781.981380499899,149,1,"","",NA,NA
41,"COND1_WORD",783.498119499534,149,1,"camera","",NA,1
6,"RESP_Y",784.133833499625,149,1,"camera","y",0.635752700269222,NA
3,"COND2_LABEL",787.148180900142,150,2,"","",NA,NA
51,"COND2_WORD",788.664953699335,150,2,"furnace","",NA,1
7,"RESP_N",789.365870499983,150,2,"furnace","n",0.700947899371386,NA
3,"COND2_LABEL",792.381675999612,151,2,"","",NA,NA
50,"COND2_WORD",793.898459300399,151,2,"flask","",NA,0
7,"RESP_N",794.50988920033,151,2,"flask","n",0.61145850084722,NA
3,"COND2_LABEL",797.515285698697,152,2,"","",NA,NA
50,"COND2_WORD",799.032060500234,152,2,"hammer","",NA,0
7,"RESP_N",799.805781999603,152,2,"hammer","n",0.773735700175166,NA
3,"COND2_LABEL",802.815835399553,153,2,"","",NA,NA
51,"COND2_WORD",804.332175498828,153,2,"shard","",NA,1
7,"RESP_N",805.021862599999,153,2,"shard","n",0.689727298915386,NA
2,"COND1_LABEL",808.032469799742,154,1,"","",NA,NA
41,"COND1_WORD",809.549112100154,154,1,"cheetah","",NA,1
6,"RESP_Y",810.525928299874,154,1,"cheetah","y",0.976844899356365,NA
3,"COND2_LABEL",813.532314399257,155,2,"","",NA,NA
51,"COND2_WORD",815.049895299599,155,2,"lynx","",NA,1
6,"RESP_Y",815.717791698873,155,2,"lynx","y",0.6679114010185,NA
3,"COND2_LABEL",818.732796099037,156,2,"","",NA,NA
51,"COND2_WORD",820.249448299408,156,2,"mop","",NA,1
7,"RESP_N",820.941836100072,156,2,"mop","n",0.692418599501252,NA
3,"COND2_LABEL",823.949621999636,157,2,"","",NA,NA
50,"COND2_WORD",825.466410400346,157,2,"guitar","",NA,0
7,"RESP_N",826.413830999285,157,2,"guitar","n",0.947461500763893,NA
2,"COND1_LABEL",829.41675709933,158,1,"","",NA,NA
40,"COND1_WORD",830.933136599138,158,1,"rat","",NA,0
6,"RESP_Y",831.4617413003,158,1,"rat","y",0.528620399534702,NA
3,"COND2_LABEL",834.466658299789,159,2,"","",NA,NA
51,"COND2_WORD",835.983500899747,159,2,"hawk","",NA,1
6,"RESP_Y",836.549855198711,159,2,"hawk","y",0.566366100683808,NA
2,"COND1_LABEL",839.567216100171,160,1,"","",NA,NA
41,"COND1_WORD",841.083620999008,160,1,"flamingo","",NA,1
6,"RESP_Y",841.661808399484,160,1,"flamingo","y",0.578201400116086,NA
3,"COND2_LABEL",844.667195700109,161,2,"","",NA,NA
51,"COND2_WORD",846.183820700273,161,2,"mug","",NA,1
7,"RESP_N",846.869869699702,161,2,"mug","n",0.686088198795915,NA
3,"COND2_LABEL",849.883940299973,162,2,"","",NA,NA
51,"COND2_WORD",851.401023998857,162,2,"galaxy","",NA,1
7,"RESP_N",852.429769098759,162,2,"galaxy","n",1.02875800058246,NA
3,"COND2_LABEL",855.4343065992,163,2,"","",NA,NA
50,"COND2_WORD",856.950952399522,163,2,"knife","",NA,0
7,"RESP_N",857.605793599039,163,2,"knife","n",0.654871100559831,NA
2,"COND1_LABEL",860.61782569997,164,1,"","",NA,NA
41,"COND1_WORD",862.134425099939,164,1,"bicycle","",NA,1
7,"RESP_N",862.709793198854,164,1,"bicycle","n",0.575409499928355,NA
2,"COND1_LABEL",865.717958400026,165,1,"","",NA,NA
41,"COND1_WORD",867.234586499631,165,1,"catfish","",NA,1
6,"RESP_Y",867.741759099066,165,1,"catfish","y",0.507202601060271,NA
3,"COND2_LABEL",870.751374099404,166,2,"","",NA,NA
51,"COND2_WORD",872.268240200356,166,2,"pufferfish","",NA,1
6,"RESP_Y",872.853708200157,166,2,"pufferfish","y",0.585509099066257,NA
2,"COND1_LABEL",875.868522599339,167,1,"","",NA,NA
40,"COND1_WORD",877.385065698996,167,1,"chain","",NA,0
6,"RESP_Y",877.869718099013,167,1,"chain","y",0.484668299555779,NA
3,"COND2_LABEL",880.885127399117,168,2,"","",NA,NA
50,"COND2_WORD",882.401882300153,168,2,"octopus","",NA,0
6,"RESP_Y",883.141701100394,168,2,"octopus","y",0.739848300814629,NA
3,"COND2_LABEL",886.152028299868,169,2,"","",NA,NA
51,"COND2_WORD",887.668596299365,169,2,"tapir","",NA,1
7,"RESP_N",888.269767198712,169,2,"tapir","n",0.601198898628354,NA
2,"COND1_LABEL",891.285775499418,170,1,"","",NA,NA
41,"COND1_WORD",892.802340900525,170,1,"bison","",NA,1
7,"RESP_N",893.821701699868,170,1,"bison","n",1.01938680000603,NA
2,"COND1_LABEL",896.835822800174,171,1,"","",NA,NA
41,"COND1_WORD",898.352563599125,171,1,"fish","",NA,1
7,"RESP_N",898.989667499438,171,1,"fish","n",0.637145198881626,NA
